Counties,Year,Median AQI,pct_under_18,pct_18_64,pct_65_plus,median_age,pct_AI/AN,pct_Asian,pct_Black,pct_Latino,pct_Multi_Race,pct_NH/PI,pct_White,COPD_Hospitalization_Rate,Poverty_AllAges_Percent_Est,Median_Household_Income_Est
Riverside,2017,87.0,25.97990258235093,60.15893344397427,13.861163973674795,36.57973746769151,0.5044041160121,6.760725573085463,6.11584698528151,49.025167284435405,3.1656290550996085,0.2856483608136342,34.14257862527228,16.68,12.9,63776
Riverside,2018,87.0,25.693469973860765,60.187945748189954,14.118584277949283,36.78948037417992,0.5002993154130028,6.814952598254951,6.110732859211007,49.38268031393929,3.206807023990959,0.2868981232692878,33.697629765921505,11.89,12.7,66793
Riverside,2019,77.0,25.600834813906065,60.03990777055947,14.359257415534454,36.9466393949682,0.4975974105772255,6.865386257646733,6.108471653193975,49.7414534676645,3.2424855292674337,0.2866444355112506,33.25796124613888,11.09,11.3,72905
Riverside,2020,87.0,25.748924033281472,59.72548397858306,14.525591988135464,37.02529966870465,0.4960759832337466,6.888581705758197,6.09547945341221,50.340378727072746,3.278271582917976,0.2836902272824863,32.61752232032264,7.2,11.2,76409
Riverside,2021,89.0,25.36363116378844,59.81451282044952,14.821856015762048,37.240781090479935,0.4953622032631029,6.935111995559105,6.096847878374136,50.48563025766818,3.320095418331693,0.2869380830165822,32.3800141637872,5.06,11.6,78690
Riverside,2022,77.0,24.94877349461297,59.82116323824476,15.23006326714228,37.485234592596086,0.4931844871508472,6.970534768235673,6.06868594124989,50.75373362217199,3.345473027948624,0.2888113278311892,32.079576825411785,6.1,10.9,86350
Riverside,2023,79.0,24.482158629397617,59.81804718942063,15.699794181181757,37.76235127091591,0.4923333000161146,7.0187276766135565,6.033816297015525,51.02450447436648,3.365270267238091,0.2894518365606839,31.77589614818955,6.4,11.3,90251
Sacramento,2000,58.0,27.311282951256267,61.66983712028704,11.018879928456686,34.53205905319637,0.7168150274245149,11.658480545933829,9.855914545795882,16.67963371966522,3.041468381004235,0.6681383203549283,57.379549459821376,26.29,12.9,44796
Sacramento,2001,61.0,27.31214771499771,61.77510828260281,10.912744002399483,34.54904514732857,0.7051689756168321,12.065414211112154,9.815013211370363,17.25886530379407,3.232737760839673,0.7260226953297133,56.196777841937184,22.81,12.1,44526
Sacramento,2002,75.0,27.221499164081543,61.89592778972101,10.882573046197413,34.65087962785242,0.685983030063467,12.212108678112282,9.826760387531206,17.589980653591656,3.332988539892097,0.7416622064396073,55.61051650436967,20.3,12.7,45231
Sacramento,2003,69.0,27.117418293141483,62.03588981678379,10.846691890074714,34.73467944459717,0.6710195741902397,12.435993851492022,9.823700819722172,18.003407654399396,3.446383790465419,0.7690942695168821,54.85040004021388,20.6,13.6,46351
Sacramento,2004,64.0,26.93602625869057,62.23421238957211,10.829761351737314,34.84530946674946,0.6553259557454082,12.606110180495412,9.837009531308237,18.38982058113612,3.541367047268668,0.787283504869498,54.18308319917666,15.87,13.6,47215
Sacramento,2005,63.0,26.746449873132605,62.42894573637794,10.824604390489448,34.96950264398257,0.6398868935590837,12.77390205713539,9.851432817461156,18.789691533882426,3.6312150047288494,0.8050778344586759,53.50879385877442,18.2,13.6,51713
Sacramento,2006,67.0,26.571019054834817,62.62548283925585,10.803498105909329,35.07467636421551,0.6282194474645617,13.000277739228894,9.855457494460854,19.25498211626731,3.7302948213033553,0.833281281053996,52.69748710022102,16.89,12.1,53689
Sacramento,2007,63.0,26.41563722057112,62.78366094993104,10.800701829497823,35.17723382676304,0.6186706536438884,13.241139598176275,9.859223288164682,19.733806024087723,3.82534566033161,0.8636690094861563,51.85814576610967,17.83,12.2,56823
Sacramento,2008,63.0,26.23144732801476,62.90617319163587,10.862379480349356,35.32875091458242,0.6091323400690029,13.435814770147848,9.872902554801064,20.17530224280058,3.906420124794976,0.8887600566969908,51.111667910689526,21.65,13.3,56882
Sacramento,2009,58.0,25.77921465626872,63.09788061012767,11.122904733603614,35.717429294090685,0.6013640854581708,13.677576640747906,9.885620400704036,20.857563464186143,4.064045052026904,0.9225800544493968,49.99125030242744,17.95,15.3,52502
Sacramento,2010,53.0,25.538726948077944,63.25712929025297,11.20414376166908,35.83044658950264,0.5610992713014722,14.213695373951452,9.913432806465709,21.70473590824608,4.175932859147786,0.9887372737655886,48.44236650712192,18.43,16.7,52655
Sacramento,2011,60.0,25.339297973523223,63.28911272502897,11.371589301447802,35.96437822934125,0.558107991672851,14.57070433339726,9.7904454580071,22.320428475737035,4.388429820977412,0.9985769357981252,47.37330698441022,15.28,17.7,52236
Sacramento,2012,56.0,25.14046335702606,63.314357130666025,11.54517951230792,36.09878407320336,0.5341874459756318,14.937496903061705,9.65535894203082,22.94266947822784,4.602325594199228,1.0330697953543173,46.29489184115047,15.08,19.5,52617
Sacramento,2013,58.0,24.97198812651404,63.3056740250435,11.722337848442455,36.21324985499335,0.5186802688593948,15.383670544883824,9.47715718721212,23.66911187689788,4.8594629635948,1.0602886485379917,45.03162851001399,13.81,18.9,52980
Sacramento,2014,55.0,24.823670746111464,63.246949843973695,11.929379409914842,36.334074744479146,0.50612590117481,15.845592543060432,9.285417028618069,24.40279702573592,5.12274024482056,1.090770003622881,43.74655725296733,13.42,18.1,55803
Sacramento,2015,58.0,24.67559343394856,63.17152874494035,12.152877821111096,36.47204158046767,0.4897456184069826,16.238727034024677,9.121245976733093,25.035915787708586,5.349738924329643,1.1210916003968536,42.64353505840017,13.28,16.9,58735
Sacramento,2016,55.0,24.53115987163913,63.06185013032746,12.406989998033414,36.62675702002301,0.4754008975263762,16.565629725315887,8.988681275531915,25.56746542523979,5.536236821733214,1.1450926433223867,41.721493211330426,14.43,16.3,59728
Sacramento,2017,60.0,24.3849563655983,62.88846787897563,12.72657575542607,36.80816157582376,0.4721067192878438,16.787904071350983,8.907028038088741,25.93703811933093,5.660920119985656,1.1516956857620189,41.08330724619383,20.46,14.1,62959
Sacramento,2018,58.0,24.2721918763363,62.614204447509046,13.11360367615465,36.996778090241776,0.4676882781404132,16.916151872940073,8.873019834459834,26.1604406857284,5.729583422312674,1.1547803132244312,40.69833559319417,15.61,14.3,69475
Sacramento,2019,52.0,24.302796199419703,62.16002362949562,13.537180171084678,37.13092853987286,0.4646964386428827,17.025331685040214,8.842536656910163,26.37005878091664,5.788207914098635,1.161486468421649,40.34768205596982,15.04,12.6,71891
Sacramento,2020,55.0,24.42190354782701,61.6600279670196,13.918068485153396,37.20310827321937,0.4555043205136449,17.056666628839317,8.793030184963124,26.73384803745412,5.855484398110146,1.1756739887804084,39.92979244133924,8.23,12.5,72953
Sacramento,2021,55.0,24.230202822705525,61.45983048597812,14.309966691316356,37.43190997174767,0.4565881036803884,17.285184272233707,8.785907961849865,26.597015491382088,5.987220083808946,1.1944354904972283,39.69364859654778,7.93,13.0,79611
